StateUnionTerritory,Year,Paddy,Jowar,Bajra,Maize,Ragi,Wheat,Barley,Gram,TurArhar,SugarRaw,Potato,Tobacco,Groundnut,state,RapeSeed,Sesamum,Linseed,CasterSeed,Nigerseed,Cotton,Soyabean,Sannhemp,Pepper,GingerFresh,Chilly,Turmeric,Mesta,Toria,Jute,Ginger,ChillyDry,Banana,Coconut100Nos,ChillyFresh,TurmericFresh,Rice,Nigeseed,TurmericDry,Sunflower,Coconut1000Nos,Arecanut,GingerDry,Cashewnut,Arecanut100Nos,Tapioca
HAMIRPUR,2001-02,..,438,..,..,..,552,..,1356,1458,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,471,..,..,..,595,..,1461,1603,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,470,..,..,..,615,..,1332,1660,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANDA,2001-02,384,343,..,..,..,571,..,1346,1609,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,429,376,..,..,..,562,..,1429,1700,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,425,330,..,..,..,557,..,1278,1669,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITRAKOOT,2001-02,387,375,404,..,..,499,422,1318,1592,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,418,440,460,..,..,542,460,1353,1712,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOBA,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARANASI,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,481,..,..,..,..,608,..,..,..,..,271,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANDAULl,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIPUR,2001-02,344,458,422,..,..,..,..,..,..,1135,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,74**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,446,548,490,..,..,594,574,1527,1649,1077,272,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,90**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAUNPUR,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRZAPUR,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONBHADRA,2001-02,..,..,..,459,328,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANT RAVI DAS NAGAR,2001-02,..,..,504,545,..,568,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,487,..,491,491,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GORAKHPUR,2001-02,383,..,..,..,..,531,536,..,1365,..,387,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,423,..,..,..,..,595,525,..,1640,..,333,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,526,..,..,..,..,544,463,..,..,..,397,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUSHINAGAR,2001-02,305,..,..,..,..,566,..,..,..,1063,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,507,..,..,..,..,564,..,..,..,1098,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,64**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,509,..,..,..,..,538,..,..,..,1518,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,77**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEORIA,2001-02,385,..,..,..,..,502,..,..,1478,1045,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,88**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHARAJGANJ,2001-02,..,..,..,..,..,526,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,440,..,..,..,..,536,..,..,..,980,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,80**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASTI,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,412,..,..,..,..,602,..,..,1976,1010,396,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,102**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDDHARTHNAGAR,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANT KABIR NAGAR,2001-02,536,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKNOW,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNNAO,2001-02,..,..,..,379,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,531,..,..,531,..,..,..,1463,..,1300,..,..,1422,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,483,436,..,438,..,543,491,..,1214,85**,196,..,1425,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAEBARELI,2001-02,458,451,..,..,500,538,500,1556,1400,..,612,..,1321,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITAPUR,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARDOI,2001-02,459,363,..,378,..,537,479,1691,1601,955,352,..,1404,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,78**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,467,415,..,450,..,575,523,1663,1853,879,147,..,1833,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,76**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,530,379,..,450,..,608,514,1656,1687,901,194,..,2002,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,70**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAIZABAD,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SULTANPUR,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHERI,2001-02,395,..,..,449,..,511,..,..,..,967,..,..,1363,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,478,..,..,524,..,548,..,..,..,773,..,..,1385,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,480,..,..,514,..,574,..,..,..,885,..,..,1804,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARABANKI,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBEDKAR NAGAR,2001-02,345,..,..,..,..,510,..,..,..,..,405,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,476,..,..,..,..,603,..,..,..,..,280,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,431,..,..,..,..,585,..,..,..,..,237,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GONDA,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,928,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAHRAICH,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,426,..,..,463,..,558,..,..,1700,888,..,..,1840,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,80**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,477,..,..,441,..,..,..,..,1630,956,..,..,2031,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,80**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALRAMPUR,2001-02,345,..,..,480,..,541,..,..,1344,981,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,76**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,423,..,..,442,..,..,..,..,..,54**,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRAWASTI,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZAMGARH,2001-02,459,..,..,481,..,450,464,1258,1400,..,251,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALLIA,2001-02,379,..,..,444,..,580,476,1610,1274,..,332,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,397,..,..,436,..,593,602,1732,1426,..,..,. .,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,406,..,..,443,..,603,553,1749,1633,..,215,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAU,2001-02,409,..,..,..,..,545,603,..,1638,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,438,..,..,..,..,544,587,..,1659,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTAR PRADESH,2001-02,418,399,344,403,407,540,482,1368,1462,963,335,1227,1251,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(STATE W,78**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,476,434,513,503,..,586,542,1445,1623,822,197,..,1533,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,55**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,496,421,463,469,..,592,510,1316,1647,941,212,1360,1703,UTTARPRADESH--D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,61**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHARANPUR,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,,..,..,,,,,..,,,,,,,,,,
MUZAFFARNAGAR,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,1842,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,2226,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,2344,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
MEERUT,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
BAGPAT,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
BULANDSHAHR,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,3436,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
GHAZIABAD,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
GAUTAM BUDHA,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
NAGAR,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
ALIGARH,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,1768,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,1588,..,..,..,,1792,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,1734,..,..,..,,1845,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
MAHA MAYA NAGAR,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,1412,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,,,..,..,..,,,,,..,,,,,,,,,,
MATHURA,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
AGRA,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,1146,1718,..,..,,1777,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,1625,2427,..,..,,1729,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
MAINPURI,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,1625,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
ETAH,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,1085,1508,..,..,,1476,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,1225,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
FIROZABAD,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,1100,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,1733,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,1715,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
BAREILLY,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,1179,1643,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,1894,2938,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
BUDAUN,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
SAHAJAHANPUR,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,1163,1632,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,1475,1526,..,1526,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,1600,1885,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
PILIBHIT,2001-02,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,UTTARPRADESH--D,..,..,..,..,,..,..,..,..,,..,..,,..,..,..,,,,,,,,,,,,,,,
